TransactionAmount,TransactionType,Location,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,Cluster
1664.33,Debit,San Antonio,Branch,18,Student,65,1,1588.31,1
557.41,Credit,Washington,Online,80,Retired,49,1,2968.75,1
840.16,Credit,Colorado Springs,Branch,20,Student,68,1,1236.76,1
245.62,Debit,San Antonio,Branch,23,Student,127,1,1879.82,1
186.55,Debit,Philadelphia,Branch,48,Engineer,288,1,224.65,1
78.62,Debit,Oklahoma City,Branch,32,Doctor,52,1,1360.85,1
608.79,Debit,Fort Worth,Online,55,Engineer,157,1,2991.17,1
359.65,Credit,Jacksonville,Online,25,Student,289,1,219.53,1
57.49,Credit,Detroit,Online,24,Student,177,1,765.15,1
686.17,Debit,Denver,ATM,61,Retired,96,1,2246.15,1
247.58,Debit,San Antonio,ATM,39,Engineer,152,1,778.74,1
202.34,Debit,New York,Online,20,Student,134,1,1223.45,1
10.52,Debit,Kansas City,ATM,55,Retired,30,1,2472.99,1
101.52,Debit,Tucson,ATM,49,Engineer,98,1,2018.9,1
614.03,Debit,Dallas,ATM,68,Retired,51,1,2815.86,1
294.77,Debit,Philadelphia,Online,77,Retired,101,1,2272.17,1
620.54,Credit,Omaha,Branch,28,Student,98,1,213.36,1
69.96,Debit,Baltimore,Branch,28,Student,31,1,164.12,1
702.87,Debit,Washington,ATM,19,Student,184,1,1237.5,1
319.5,Credit,Virginia Beach,Branch,29,Engineer,69,1,2366.3,1
77.83,Credit,Kansas City,Branch,49,Engineer,146,1,2471.53,1
49.67,Debit,Atlanta,Online,21,Student,146,1,842.94,1
4.58,Credit,Atlanta,Online,21,Student,135,1,811.24,1
790.07,Debit,Miami,Online,28,Student,197,1,985.77,1
182.42,Debit,Kansas City,Branch,51,Retired,137,1,3051.29,1
133.56,Debit,Atlanta,Online,25,Student,177,1,783.83,1
451.31,Debit,Fort Worth,ATM,62,Retired,166,5,2963.29,1
767.66,Debit,San Jose,ATM,63,Doctor,155,1,1801.69,1
0.84,Debit,Austin,ATM,52,Engineer,31,1,2207.54,1
79.14,Credit,Portland,Online,57,Retired,22,1,2229.56,1
429.15,Debit,Las Vegas,Branch,26,Student,218,1,712.13,1
345.86,Debit,Omaha,ATM,51,Retired,145,1,1504.64,1
276.16,Credit,Portland,ATM,53,Retired,71,1,1733.34,1
16.52,Credit,Boston,Online,25,Student,135,1,835.53,1
182.29,Debit,San Diego,Online,54,Doctor,123,1,522.39,1
52.87,Debit,Indianapolis,Branch,24,Student,70,1,960.96,1
1168.26,Credit,Philadelphia,Online,73,Retired,37,1,1385.74,1
19.76,Debit,Nashville,ATM,20,Student,240,1,1523.04,1
277.7,Debit,Nashville,Branch,58,Engineer,107,1,1423.2,1
91.85,Debit,Seattle,Online,21,Student,148,1,802.09,1
256.95,Debit,San Diego,Branch,26,Engineer,71,1,2531.24,1
39.31,Debit,Portland,Online,25,Student,178,1,1236.38,1
138.33,Debit,Dallas,Online,21,Student,69,1,232.56,1
927.45,Debit,Austin,ATM,24,Student,95,1,1161.84,1
242.17,Debit,Jacksonville,ATM,60,Doctor,147,1,883.72,1
233.71,Debit,Jacksonville,Online,19,Student,297,1,1231.98,1
154.99,Debit,Mesa,Branch,25,Student,53,1,1419.31,1
1427.71,Debit,New York,Branch,64,Doctor,159,1,1729.26,1
95.35,Debit,Chicago,Online,21,Student,131,1,1639.9,1
137.84,Debit,Omaha,ATM,27,Student,83,1,1000.35,1
172.92,Debit,Miami,Online,20,Student,212,1,416.37,1
515.94,Debit,San Francisco,ATM,29,Engineer,37,1,1389.89,1
38.95,Debit,Los Angeles,Online,27,Engineer,50,1,731.52,1
199.09,Debit,Detroit,Online,70,Doctor,89,1,1658.52,1
301.47,Debit,Colorado Springs,Branch,21,Student,291,1,560.73,1
505.14,Debit,Portland,ATM,68,Retired,179,1,2525.47,1
5.81,Debit,Houston,ATM,25,Student,222,1,1290.95,1
36.12,Debit,Houston,Online,22,Student,234,1,1593.03,1
11.06,Debit,Colorado Springs,ATM,34,Engineer,13,3,2782.21,1
141.49,Debit,Baltimore,Online,24,Student,75,1,1665.58,1
77.02,Credit,Miami,Online,59,Doctor,132,1,800.83,1
365.43,Debit,Portland,ATM,25,Student,176,1,1073.51,1
13.92,Debit,Los Angeles,ATM,37,Engineer,209,1,2735.84,1
317.94,Debit,Los Angeles,ATM,54,Engineer,124,1,2996.51,1
26.92,Debit,Indianapolis,ATM,62,Retired,43,1,1674.94,1
613.21,Debit,Tucson,ATM,61,Retired,157,1,3279.12,1
422.14,Credit,Albuquerque,Branch,26,Student,109,1,1436.32,1
218.07,Debit,Austin,Branch,23,Student,243,1,443.62,1
491.91,Debit,Milwaukee,Online,78,Retired,155,1,2421.94,1
177.94,Debit,Milwaukee,Online,19,Student,173,1,123.24,1
297.6,Debit,Milwaukee,Online,39,Doctor,162,1,1461.17,1
449.18,Debit,Denver,Online,67,Retired,50,1,1025.99,1
11.09,Debit,Charlotte,Branch,51,Engineer,95,1,2990.05,1
680.76,Debit,Kansas City,Branch,21,Student,165,1,572.97,1
138.68,Credit,Colorado Springs,Branch,22,Student,44,1,206.2,1
253.46,Debit,Memphis,ATM,45,Engineer,60,1,1338.95,1
31.39,Debit,Tucson,ATM,20,Student,15,1,998.49,1
302.63,Credit,San Jose,Branch,27,Engineer,10,1,2801.28,1
5.71,Debit,Tucson,Branch,21,Student,106,1,1285.42,1
126.91,Debit,Kansas City,ATM,22,Student,42,1,692.69,1
53.52,Debit,San Diego,Branch,49,Engineer,55,1,2227.49,1
116.97,Debit,Oklahoma City,ATM,18,Student,299,1,729.7,1
134.92,Debit,Los Angeles,Online,19,Student,101,1,1081.97,1
720.13,Credit,Omaha,ATM,22,Student,96,1,387.02,1
498.59,Debit,Philadelphia,Online,57,Retired,138,1,2619.46,1
73.01,Debit,Houston,ATM,56,Retired,101,1,2833.12,1
13.16,Debit,Mesa,Branch,43,Engineer,98,1,1019.46,1
14.26,Debit,Virginia Beach,Branch,50,Engineer,37,1,2475.65,1
13.3,Debit,San Antonio,ATM,23,Student,63,1,213.0,1
371.86,Debit,Miami,ATM,46,Doctor,91,1,1329.45,1
85.01,Credit,Portland,ATM,25,Student,157,1,1299.4,1
684.96,Debit,Mesa,ATM,21,Student,31,1,526.67,1
879.25,Credit,Memphis,Online,24,Student,137,1,125.85,1
133.07,Debit,Sacramento,Branch,21,Student,155,1,1670.99,1
137.81,Debit,Detroit,Branch,58,Engineer,44,1,2631.47,1
198.92,Debit,Milwaukee,Online,36,Engineer,100,1,2854.66,1
1047.69,Debit,Austin,Online,20,Student,139,1,1889.78,1
393.74,Debit,Charlotte,Online,26,Student,90,1,1769.06,1
1431.54,Debit,Portland,Online,20,Student,84,1,1171.98,1
151.14,Debit,Memphis,Online,64,Retired,38,1,2156.54,1
438.76,Debit,San Antonio,Branch,22,Student,73,1,1824.19,1
431.31,Credit,Atlanta,Online,23,Student,99,1,342.73,1
28.52,Debit,Detroit,ATM,20,Student,163,1,662.51,1
800.29,Credit,San Diego,Branch,20,Student,84,1,693.4,1
241.18,Debit,Mesa,ATM,25,Student,162,1,1445.53,1
1192.95,Debit,Las Vegas,Branch,23,Student,73,1,325.15,1
537.86,Debit,Kansas City,Online,27,Student,134,1,293.06,1
98.24,Debit,Mesa,Online,28,Student,148,1,580.66,1
1116.57,Debit,Tucson,ATM,56,Retired,104,1,1393.14,1
270.56,Debit,Philadelphia,Online,23,Student,139,1,1268.44,1
287.51,Debit,El Paso,Online,22,Student,255,1,187.65,1
434.67,Credit,Virginia Beach,Online,27,Student,124,1,1298.13,1
585.58,Debit,Raleigh,Branch,23,Student,55,1,1729.02,1
198.01,Credit,Austin,Branch,26,Student,40,1,250.93,1
325.98,Debit,Washington,ATM,19,Student,277,1,782.35,1
26.1,Debit,Mesa,ATM,27,Student,32,1,1435.72,1
76.16,Debit,San Francisco,ATM,23,Student,99,1,1072.25,1
1079.11,Debit,Las Vegas,Online,53,Engineer,211,1,2038.31,1
720.46,Debit,Tucson,Branch,54,Retired,44,1,3101.54,1
42.26,Debit,Raleigh,ATM,44,Doctor,171,1,268.77,1
225.1,Debit,Boston,ATM,28,Student,35,1,1547.71,1
328.39,Debit,New York,ATM,41,Engineer,108,1,2523.83,1
183.22,Debit,Milwaukee,ATM,27,Student,63,1,1024.42,1
261.77,Debit,Chicago,Online,28,Student,46,1,824.71,1
796.3,Debit,Austin,Branch,67,Retired,64,1,1498.79,1
72.47,Debit,Boston,Online,29,Doctor,72,1,1305.56,1
279.6,Debit,Fort Worth,ATM,25,Student,131,1,1910.9,1
70.68,Debit,El Paso,Online,25,Student,105,1,1478.41,1
304.2,Debit,Indianapolis,Online,25,Student,102,1,423.64,1
94.82,Credit,Columbus,Branch,67,Retired,56,1,1267.72,1
86.07,Debit,Dallas,Branch,31,Doctor,23,1,842.56,1
604.5,Debit,Portland,ATM,28,Student,80,1,709.42,1
477.54,Credit,San Francisco,ATM,23,Student,52,1,1598.63,1
38.15,Credit,Oklahoma City,Online,72,Retired,129,1,1425.47,1
258.7,Debit,Charlotte,ATM,27,Student,123,1,1358.37,1
446.83,Credit,Miami,Branch,55,Retired,143,1,1623.5,1
81.11,Debit,Charlotte,Online,48,Engineer,110,1,2051.37,1
588.37,Debit,Dallas,Online,28,Student,284,1,1926.08,1
248.76,Debit,Denver,ATM,18,Student,56,1,546.46,1
436.77,Debit,Jacksonville,ATM,20,Student,176,1,825.69,1
1026.46,Debit,Philadelphia,Branch,53,Retired,165,1,3134.47,1
139.52,Debit,Portland,Branch,23,Student,31,1,1570.22,1
476.99,Debit,San Diego,Online,23,Student,187,1,1154.48,1
173.13,Credit,Atlanta,Online,20,Student,288,1,1490.34,1
79.21,Debit,Colorado Springs,Branch,56,Retired,140,1,1615.04,1
1087.9,Debit,Boston,ATM,78,Retired,103,1,2513.51,1
106.41,Debit,Los Angeles,Branch,57,Retired,87,1,1310.38,1
483.92,Debit,New York,ATM,70,Retired,115,1,3138.0,1
301.51,Debit,Charlotte,ATM,22,Student,284,1,1052.31,1
737.46,Credit,Albuquerque,Branch,53,Doctor,75,4,634.16,1
416.55,Debit,Oklahoma City,Online,33,Engineer,73,1,922.96,1
84.91,Debit,Raleigh,Online,18,Student,68,1,1671.86,1
59.73,Debit,Fresno,ATM,27,Student,56,1,800.93,1
845.14,Credit,Oklahoma City,Branch,73,Retired,183,1,1702.65,1
691.92,Debit,Boston,Online,19,Student,61,1,1084.65,1
1496.57,Debit,Memphis,Online,33,Engineer,95,1,969.06,1
223.22,Debit,Fort Worth,ATM,27,Student,96,1,1734.22,1
299.03,Debit,Columbus,Branch,39,Engineer,52,1,1381.28,1
205.58,Debit,Portland,Online,20,Student,159,1,1501.95,1
422.81,Debit,Los Angeles,Branch,28,Student,193,1,1929.28,1
256.8,Debit,Charlotte,ATM,26,Student,80,1,1128.38,1
82.01,Credit,Sacramento,Branch,23,Student,156,1,287.46,1
746.78,Credit,Mesa,Branch,21,Student,64,1,1699.81,1
51.2,Debit,Tucson,Online,18,Student,83,1,730.6,1
1142.83,Credit,Omaha,Branch,61,Retired,48,1,2467.39,1
568.68,Debit,Houston,ATM,72,Retired,101,1,2940.04,1
726.26,Debit,Omaha,Online,57,Retired,147,1,2150.38,1
46.6,Debit,Detroit,Online,55,Doctor,68,1,1562.9,1
175.05,Debit,San Francisco,Online,39,Engineer,34,1,1447.35,1
762.74,Debit,Los Angeles,ATM,64,Doctor,244,1,207.1,1
436.8,Debit,Seattle,Online,27,Student,92,1,1256.33,1
34.03,Debit,Los Angeles,Branch,57,Engineer,38,1,3077.2,1
56.96,Debit,Albuquerque,ATM,22,Student,135,1,1597.85,1
15.95,Debit,Raleigh,Branch,25,Student,52,1,1983.0,1
291.68,Debit,Columbus,ATM,21,Student,90,1,1451.02,1
926.53,Debit,Milwaukee,ATM,57,Engineer,107,1,3120.1,1
101.51,Credit,Tucson,Online,46,Engineer,199,1,3052.47,1
77.44,Debit,Washington,Branch,58,Retired,268,1,1950.63,1
295.93,Debit,Boston,Branch,36,Doctor,117,1,1050.63,1
308.94,Debit,Los Angeles,Online,25,Student,167,1,1931.66,1
584.88,Debit,Philadelphia,ATM,26,Student,121,1,548.45,1
57.34,Debit,Atlanta,Online,27,Student,81,1,1100.64,1
33.76,Debit,Seattle,Online,26,Engineer,227,1,3253.51,1
251.4,Debit,Tucson,ATM,57,Retired,178,1,2561.67,1
128.4,Debit,Tucson,ATM,69,Retired,31,1,2610.64,1
348.44,Debit,Baltimore,Online,24,Student,147,1,1022.94,1
125.0,Credit,Indianapolis,Online,49,Engineer,177,1,3215.76,1
1762.28,Debit,Memphis,ATM,24,Student,150,1,1380.34,1
287.05,Debit,Milwaukee,ATM,22,Student,212,1,1204.65,1
17.1,Debit,Albuquerque,ATM,53,Retired,101,1,1619.54,1
124.74,Debit,Los Angeles,ATM,49,Engineer,33,1,2987.97,1
364.81,Debit,Charlotte,Online,25,Student,53,1,1145.23,1
122.14,Debit,Omaha,Online,22,Student,155,1,327.68,1
307.75,Debit,Detroit,Branch,64,Doctor,63,1,1061.58,1
410.49,Credit,Atlanta,Branch,25,Student,134,1,1843.57,1
199.37,Debit,Chicago,Online,24,Student,79,1,1331.3,1
37.4,Debit,Raleigh,ATM,20,Student,84,1,1519.51,1
206.84,Debit,Philadelphia,Branch,20,Student,154,1,454.66,1
50.9,Credit,Jacksonville,Online,28,Student,150,1,1277.7,1
64.01,Credit,Philadelphia,Branch,19,Student,240,1,1225.69,1
311.28,Debit,Atlanta,Branch,49,Doctor,198,1,135.96,1
1.41,Debit,Sacramento,ATM,53,Retired,278,1,1244.17,1
12.94,Debit,Fresno,Branch,23,Student,158,1,921.23,1
981.76,Debit,Milwaukee,Online,45,Doctor,234,1,602.36,1
27.94,Debit,Atlanta,Branch,79,Retired,120,1,1893.44,1
293.85,Debit,Charlotte,Online,25,Student,144,1,1919.97,1
532.4,Debit,Jacksonville,ATM,22,Student,149,1,1033.73,1
37.65,Credit,San Jose,Online,27,Student,109,1,411.78,1
285.69,Debit,Miami,ATM,63,Retired,35,1,2552.54,1
165.55,Debit,Dallas,Branch,28,Student,115,1,761.78,1
139.88,Debit,Colorado Springs,ATM,34,Engineer,162,1,2969.71,1
410.4,Credit,Virginia Beach,ATM,61,Retired,78,1,2563.91,1
308.85,Credit,Los Angeles,Branch,20,Student,33,2,333.19,1
1454.52,Debit,Miami,ATM,27,Student,20,1,1189.03,1
81.15,Debit,Miami,ATM,19,Student,114,1,1595.26,1
633.87,Debit,Kansas City,Online,27,Student,175,1,330.16,1
29.5,Debit,San Antonio,Online,73,Retired,129,1,1229.32,1
150.6,Debit,Miami,ATM,69,Retired,59,1,3240.14,1
806.97,Debit,Seattle,Online,25,Student,11,1,102.2,1
99.25,Credit,Phoenix,Online,63,Retired,93,1,2570.34,1
40.79,Debit,Milwaukee,ATM,18,Student,80,1,1769.33,1
24.86,Debit,Jacksonville,Branch,58,Engineer,292,1,2591.65,1
35.94,Credit,Fresno,Branch,23,Student,141,1,1697.28,1
142.55,Debit,Kansas City,Online,67,Doctor,97,1,1262.68,1
502.9,Credit,Fresno,Online,26,Student,141,1,341.24,1
18.35,Debit,Nashville,Branch,21,Student,78,1,1293.39,1
299.92,Debit,Denver,ATM,27,Student,122,1,1368.0,1
101.28,Credit,Chicago,Online,32,Engineer,75,1,2774.35,1
50.99,Debit,Detroit,Branch,29,Doctor,76,1,1334.6,1
159.0,Debit,Las Vegas,ATM,49,Engineer,38,1,369.79,1
28.38,Debit,Sacramento,Branch,55,Doctor,98,1,173.7,1
598.66,Credit,Charlotte,Branch,32,Engineer,222,1,2587.11,1
250.01,Debit,Kansas City,ATM,62,Retired,88,1,1541.48,1
31.53,Debit,Kansas City,Online,25,Student,283,1,874.93,1
659.15,Debit,Boston,ATM,22,Student,204,1,1241.59,1
170.97,Debit,Nashville,Branch,26,Student,292,1,1265.27,1
7.48,Debit,San Antonio,ATM,55,Engineer,29,1,1275.2,1
1142.76,Credit,Houston,Online,25,Student,71,1,1498.93,1
327.35,Credit,Memphis,Branch,20,Student,175,1,342.08,1
388.77,Credit,Jacksonville,Online,26,Student,30,1,1658.49,1
146.67,Debit,Albuquerque,Online,20,Student,273,1,1569.75,1
376.78,Credit,Nashville,Online,21,Student,88,1,841.65,1
732.53,Credit,San Jose,ATM,26,Student,116,1,441.54,1
270.36,Debit,Oklahoma City,ATM,25,Student,37,1,1783.04,1
301.73,Debit,Tucson,Online,67,Doctor,163,1,990.74,1
398.36,Debit,Columbus,ATM,22,Student,56,1,1863.7,1
757.79,Debit,Charlotte,Online,22,Student,117,1,1443.02,1
304.15,Debit,Atlanta,Branch,20,Student,40,1,686.91,1
109.43,Debit,Denver,ATM,70,Retired,140,1,1983.65,1
704.69,Debit,Las Vegas,Online,51,Retired,150,1,3267.84,1
122.65,Debit,Columbus,Online,28,Student,41,1,1968.51,1
52.44,Debit,Raleigh,Online,27,Student,87,1,3157.75,1
854.64,Debit,Fort Worth,Branch,56,Retired,118,1,2989.25,1
1030.85,Debit,San Diego,ATM,25,Student,39,1,1941.8,1
141.37,Debit,Denver,Online,46,Engineer,77,1,1019.77,1
70.88,Credit,Omaha,Branch,74,Retired,176,1,1794.65,1
241.45,Debit,Portland,Online,26,Student,158,1,1594.04,1
165.91,Debit,Jacksonville,ATM,26,Student,84,1,587.12,1
111.41,Debit,Chicago,Branch,21,Student,181,1,1204.11,1
315.39,Credit,New York,Branch,23,Student,93,1,929.6,1
675.49,Debit,Charlotte,ATM,61,Retired,159,1,1893.0,1
37.58,Debit,Indianapolis,ATM,57,Doctor,182,1,259.44,1
29.72,Debit,San Antonio,ATM,26,Student,38,1,1059.62,1
67.07,Credit,Los Angeles,ATM,24,Student,56,1,999.62,1
184.56,Debit,Virginia Beach,Online,21,Student,93,1,1549.27,1
112.66,Debit,Philadelphia,Online,29,Engineer,176,3,852.98,1
206.95,Debit,Seattle,Branch,22,Student,31,1,1817.65,1
148.26,Debit,Omaha,ATM,25,Student,57,1,958.7,1
326.03,Credit,New York,Online,18,Student,137,1,290.24,1
34.67,Debit,Chicago,Online,19,Student,71,1,888.6,1
615.16,Debit,Boston,Online,26,Student,140,1,214.61,1
207.82,Credit,Las Vegas,Online,19,Student,30,1,229.02,1
270.54,Credit,Sacramento,ATM,20,Student,139,1,269.78,1
668.78,Debit,Mesa,ATM,20,Student,141,1,983.68,1
1086.6,Debit,San Diego,Online,19,Student,38,1,1605.67,1
303.43,Debit,Virginia Beach,Branch,22,Student,30,1,1833.24,1
220.52,Debit,Seattle,ATM,57,Retired,152,1,1793.09,1
504.12,Credit,Baltimore,Branch,25,Student,101,1,1107.28,1
125.39,Debit,Los Angeles,ATM,21,Student,140,1,202.69,1
289.18,Debit,Baltimore,ATM,65,Retired,64,1,3139.75,1
165.8,Debit,Nashville,Online,60,Engineer,287,1,2064.76,1
248.15,Debit,Milwaukee,ATM,75,Retired,202,1,2649.23,1
540.4,Debit,Houston,Branch,45,Doctor,272,1,425.77,1
91.9,Debit,Chicago,Online,77,Retired,125,1,1033.94,1
590.68,Debit,Washington,Branch,27,Student,23,1,852.2,1
114.15,Debit,Atlanta,ATM,19,Student,52,1,1612.4,1
819.48,Debit,Virginia Beach,ATM,25,Student,26,1,1804.5,1
292.03,Credit,Memphis,ATM,46,Engineer,154,1,951.33,1
216.76,Credit,Omaha,Online,47,Engineer,138,1,643.64,1
268.7,Debit,Milwaukee,ATM,53,Retired,63,1,2104.74,1
720.89,Debit,Indianapolis,ATM,27,Student,120,1,447.06,1
148.13,Debit,Phoenix,Branch,58,Retired,56,1,2189.38,1
486.61,Credit,Sacramento,ATM,48,Engineer,130,1,2006.69,1
435.08,Debit,San Francisco,Online,55,Engineer,78,1,2103.41,1
127.78,Debit,Miami,ATM,20,Student,170,1,1046.66,1
17.79,Debit,Jacksonville,Branch,61,Retired,162,5,2281.9,1
78.91,Debit,Sacramento,Online,61,Doctor,157,1,1817.43,1
40.9,Debit,Charlotte,ATM,55,Doctor,37,1,1514.34,1
168.99,Debit,Baltimore,ATM,18,Student,203,1,1523.57,1
192.97,Debit,Sacramento,ATM,59,Retired,140,1,3019.04,1
473.2,Debit,Houston,Online,34,Doctor,173,1,248.52,1
46.96,Debit,Las Vegas,Online,46,Engineer,12,1,2028.92,1
142.1,Credit,San Francisco,Online,18,Student,109,1,1545.64,1
57.16,Debit,Columbus,ATM,40,Engineer,74,1,222.22,1
238.54,Debit,Indianapolis,ATM,19,Student,12,4,868.91,1
252.93,Debit,Portland,ATM,75,Retired,222,1,2760.37,1
118.69,Debit,Omaha,Online,33,Doctor,296,1,749.34,1
221.33,Debit,Louisville,ATM,27,Student,276,1,1185.43,1
307.89,Credit,Nashville,Online,62,Retired,90,1,2637.55,1
403.63,Debit,Las Vegas,Branch,31,Engineer,167,3,3304.02,1
20.06,Debit,Memphis,ATM,27,Student,144,1,445.21,1
21.13,Debit,Dallas,Branch,28,Student,153,1,948.7,1
14.28,Debit,Phoenix,ATM,23,Student,81,1,1597.51,1
849.76,Debit,Seattle,ATM,25,Student,269,1,373.88,1
207.71,Credit,Kansas City,Online,25,Student,63,1,570.1,1
98.41,Debit,Sacramento,Online,27,Student,48,1,912.71,1
341.84,Credit,El Paso,Branch,27,Student,89,1,1400.04,1
296.46,Debit,Dallas,Branch,23,Student,136,1,558.99,1
74.11,Debit,San Jose,Branch,22,Student,49,1,1257.9,1
67.25,Debit,Miami,Online,19,Student,157,1,467.4,1
340.13,Debit,Mesa,Branch,24,Student,32,3,1149.74,1
88.06,Credit,Raleigh,Online,18,Student,288,1,1779.85,1
241.21,Debit,Omaha,ATM,31,Engineer,108,1,1220.86,1
1360.67,Debit,Raleigh,Branch,29,Engineer,118,1,2861.65,1
261.63,Debit,Chicago,Branch,20,Student,150,1,477.03,1
148.77,Debit,San Jose,Branch,67,Retired,175,1,2138.42,1
506.03,Debit,Detroit,Branch,21,Student,21,1,1123.89,1
566.33,Credit,Charlotte,ATM,24,Student,66,1,379.82,1
36.25,Debit,Tucson,Branch,52,Doctor,76,1,193.06,1
73.01,Credit,Milwaukee,Online,25,Student,62,1,1997.33,1
555.71,Credit,Boston,Branch,22,Student,73,1,830.37,1
743.24,Credit,Indianapolis,Online,19,Student,109,1,1024.19,1
252.31,Credit,Seattle,ATM,26,Student,172,1,1584.6,1
58.85,Credit,Milwaukee,Online,71,Retired,115,1,1789.8,1
8.45,Debit,Philadelphia,ATM,22,Student,141,1,1115.3,1
201.53,Debit,Tucson,Online,68,Retired,287,1,2732.86,1
304.75,Credit,Austin,Branch,78,Retired,125,1,1916.34,1
191.89,Debit,San Antonio,Branch,25,Student,14,1,399.57,1
651.55,Debit,Phoenix,Online,72,Retired,82,1,2325.78,1
178.26,Debit,Oklahoma City,ATM,59,Retired,59,1,1137.13,1
225.93,Credit,Omaha,Branch,25,Student,199,1,1864.27,1
589.64,Debit,Charlotte,Online,62,Retired,210,1,2039.4,1
347.63,Credit,Chicago,Online,25,Student,272,1,1400.04,1
100.68,Debit,Memphis,Online,63,Retired,139,1,1123.75,1
318.92,Credit,Washington,Branch,21,Student,60,1,1167.25,1
77.9,Debit,Washington,Branch,21,Student,128,1,664.72,1
207.47,Debit,Miami,ATM,53,Doctor,12,1,1688.9,1
847.45,Debit,Jacksonville,Branch,28,Student,175,1,422.32,1
243.08,Credit,Jacksonville,Online,24,Student,93,1,131.25,1
365.7,Debit,Houston,Branch,21,Student,115,2,368.78,1
474.77,Credit,Indianapolis,Online,56,Engineer,50,1,2158.59,1
1221.65,Debit,Denver,Online,27,Student,153,1,243.92,1
384.1,Debit,Detroit,Branch,42,Engineer,172,1,672.79,1
417.8,Credit,Philadelphia,Branch,27,Student,130,1,1518.82,1
236.81,Debit,Oklahoma City,Branch,22,Student,15,1,813.68,1
332.59,Debit,San Antonio,Online,55,Retired,143,1,1457.07,1
49.99,Debit,Omaha,ATM,62,Retired,139,1,2299.64,1
485.54,Debit,Louisville,Online,19,Student,148,1,1533.32,1
350.94,Debit,Colorado Springs,ATM,20,Student,64,1,221.56,1
1020.73,Debit,Fort Worth,ATM,28,Student,87,1,1119.61,1
248.95,Credit,San Francisco,Branch,65,Retired,29,1,3059.79,1
231.71,Debit,Raleigh,Branch,27,Student,148,1,1127.98,1
199.84,Debit,Dallas,ATM,21,Student,150,1,706.44,1
217.61,Debit,Chicago,ATM,19,Student,45,1,1404.53,1
711.3,Debit,San Jose,Branch,21,Student,51,1,955.4,1
73.95,Debit,Kansas City,ATM,26,Student,76,1,363.92,1
46.24,Debit,San Diego,Branch,57,Engineer,52,1,2569.56,1
20.28,Debit,Oklahoma City,Online,36,Engineer,213,1,2047.83,1
48.72,Debit,Virginia Beach,Branch,21,Student,17,1,816.08,1
43.46,Debit,Boston,ATM,25,Student,80,1,578.06,1
1036.21,Debit,Omaha,Online,25,Student,126,1,477.3,1
408.28,Credit,Nashville,Branch,21,Student,125,3,1222.77,1
253.55,Debit,Jacksonville,ATM,28,Engineer,85,5,2797.26,1
64.5,Debit,Denver,ATM,74,Retired,230,1,1351.24,1
445.79,Debit,Las Vegas,ATM,52,Doctor,161,1,717.99,1
443.79,Debit,Las Vegas,ATM,53,Retired,87,1,3133.85,1
475.36,Debit,Phoenix,ATM,34,Engineer,105,1,2000.6,1
689.54,Debit,Oklahoma City,Branch,27,Student,93,1,1633.76,1
61.43,Debit,Phoenix,Online,24,Student,170,1,1882.77,1
88.4,Debit,Fort Worth,Online,46,Engineer,174,1,2567.53,1
378.85,Debit,Virginia Beach,Branch,78,Retired,126,1,2300.53,1
158.41,Debit,Sacramento,Branch,28,Student,16,1,1512.16,1
345.54,Debit,San Diego,Online,29,Engineer,50,1,2091.78,1
242.62,Credit,San Francisco,Online,22,Student,234,1,483.02,1
348.64,Debit,San Jose,Online,57,Retired,128,1,3274.96,1
29.22,Debit,San Antonio,ATM,24,Student,151,1,1649.43,1
194.29,Credit,Seattle,Branch,39,Engineer,10,1,2988.41,1
98.81,Debit,San Francisco,Branch,27,Student,91,1,797.1,1
33.89,Debit,Nashville,Branch,26,Student,177,1,1444.75,1
33.61,Debit,Milwaukee,Online,23,Student,72,1,479.08,1
99.76,Debit,Sacramento,Branch,26,Student,131,1,416.89,1
313.65,Credit,Chicago,Branch,55,Retired,173,1,1886.36,1
28.73,Debit,Kansas City,ATM,53,Engineer,185,1,2712.96,1
210.45,Debit,Las Vegas,ATM,27,Student,146,1,1242.49,1
642.54,Debit,Milwaukee,Branch,44,Engineer,28,1,3143.17,1
12.11,Debit,Jacksonville,Branch,75,Retired,127,1,1730.28,1
17.07,Debit,Los Angeles,Branch,27,Engineer,44,1,2798.15,1
365.04,Debit,Virginia Beach,Branch,22,Student,94,1,873.89,1
1271.9,Debit,Houston,ATM,47,Engineer,155,1,2120.8,1
26.55,Debit,Houston,ATM,77,Retired,228,1,3085.38,1
1830.0,Debit,San Antonio,Online,55,Engineer,238,1,2235.7,1
46.75,Debit,Colorado Springs,Branch,67,Retired,150,1,2840.43,1
105.53,Debit,Colorado Springs,Online,24,Student,88,1,1433.66,1
651.82,Debit,Indianapolis,ATM,21,Student,166,1,1802.77,1
283.23,Debit,El Paso,Online,40,Engineer,98,1,2008.77,1
179.43,Debit,Oklahoma City,ATM,58,Retired,244,1,2626.63,1
1092.73,Debit,Columbus,Branch,58,Retired,11,1,1390.98,1
117.55,Debit,Fresno,ATM,24,Student,35,1,897.94,1
98.87,Debit,Detroit,Online,20,Student,179,1,533.2,1
138.12,Credit,Los Angeles,Branch,53,Doctor,281,1,1649.69,1
237.86,Debit,Philadelphia,ATM,18,Student,210,1,475.63,1
230.32,Debit,Las Vegas,Branch,35,Engineer,56,1,791.46,1
